nct_id,intervention_type,intervention_name,description
NCT02347657,DRUG,Ivacaftor,"Tablet, oral use"
NCT02347657,DRUG,VX-661 Plus Ivacaftor Combination Placebo,"FDC tablet, oral use"
NCT02347657,DRUG,Ivacaftor placebo,"Tablet, oral use"
NCT05740618,DRUG,Mannitol Inhalant Product,A sugar alcohol indicated as an add-on maintenance therapy to improve pulmonary function in adult patients 18 years of age and older with cystic fibrosis.
NCT05937815,PROCEDURE,Sample collection,"collection of sputum, stool and blood samples at baseline, 6 months and 1 year after baseline"
NCT00677365,DRUG,MP-376,3 dose regimens of MP-376 administered twice daily (BID) or once daily (QD) for 28 days
NCT00677365,DRUG,Placebo,same frequency as study drug using the same nebulizer
NCT04461561,GENETIC,end-of-life nursing education consortium-pediatric palliative care as web based-training plus usual care,The End-of-Life Nursing Education Consortium (ELNEC) project is a national education initiative to improve nursing education on end-of-life care. The project is administered by the American Association of Colleges of Nursing and City of Hope National Medical Center. The intervention group received training through the Relais Academy website
NCT01104402,DEVICE,Home lung function and symptom monitoring,subjects in the intervention arm will measure spirometry and CF symptoms with the use of a handheld device.
NCT00826488,DEVICE,Digital Breast Tomosynthesis,Women with a positive screening mammogram called back for additional views will be asked to undergo an additional Digital Breast Tomosynthesis (3D mammogram) on the affected breast. Radiation dose is somewhat less than that of a screening mammogram.
NCT04966897,DIETARY_SUPPLEMENT,GlycosBio Nutritional Supplement + PERT placebo,"The lipid (fat) in the GlycosBio Nutritional Supplement (GBNS) was provided in the form of a re-structured lipid monoacylglyceride (MAG) produced by the study sponsor. MAGs are readily absorbed by enterocytes without the need of digestion by pancreatic lipases. The ""MAG oil"" is produced enzymatically from almond oil. The product also contains essential amino acids, carbohydrates as simple sugars and fat-soluble vitamins and minerals. The GBNS to be administered in a volume sufficient to supply 0.5 g of MAG per kg of body weight"
NCT04966897,DIETARY_SUPPLEMENT,Standard Nutritional Supplement + PERT,"A 5.9% fat triacylglycerol-based commercially available nutritional supplement (Boost Plus®, Nestlé Health Science, Bridgewater, NJ) in a volume sufficient to supply 0.5 g of TAG per kg of body weight over the same time period and PERT capsules (24,000 iu/capsule) at a dose of 2,500 iu of lipase activity per gram of fat ingested."
NCT03589313,DRUG,GLPG3067 single dose,GLPG3067 film coated tablets provided at Day 1.
NCT03051490,DRUG,Liprotamase,"oral, soluble, non-enterically coated, non-porcine, pancreatic enzyme replacement"
NCT03051490,DRUG,porcine PERT,"oral, enterically-coated, pig-derived, pancreatic enzyme replacement"
NCT02443688,DRUG,CTX-4430,
NCT02443688,DRUG,Placebo,
NCT00388466,DEVICE,GALILEO,
NCT00005110,DRUG,Salmeterol,
NCT00005110,DRUG,Albuterol,
NCT06164470,BEHAVIORAL,Support Group,monthly virtual patient support with multidisciplinary education for 12 sessions
NCT00684346,OTHER,18-FDG,The administered intravenous dose of 18-FDG is 0.14mCi/kg up to a maximum of 10mCi before each PET imaging scan is performed.
NCT00817180,OTHER,Positive Expiratory Pressure (PEP),Physiotherapy technique for airway clearance
NCT00817180,OTHER,High Frequency Chest Wall Oscillation (HFCWO) using InCourage Vest System,Physiotherapy technique for airway clearance.
NCT03434886,OTHER,CFView,Registry patient portal
NCT03434886,OTHER,CF educational videos,CF educational videos
NCT00996424,DRUG,Acetylcysteine,Inhalation with N-Acetylcysteine
NCT00996424,DRUG,normal saline,Inhalation with normal saline solution
NCT01349192,DRUG,Rifampin,Adult Dose: 300mg twice daily for 14 days. Pediatric Dose: \<40kg : 15mg/kg daily for 14 days divided every 12 hours.
NCT01349192,DRUG,Trimethoprim/Sulfamethoxazole,Adult Dose: 320/1600 orally twice daily for 14 days. Pediatric Dose: \<40 kg : 8mg/kg trimethoprim / 40 mg/kg sulfamethoxazole twice a day for 14 days.
NCT01349192,DRUG,Minocycline,"only subjects greater or equal to 8 years of age, who are not able to tolerate TMP/SMX or whose screening MRSA is resistant to TMP/SMX should be prescribed minocycline.

Adult dose: 100 mg orally twice daily for 14 days Pediatric dose: \< 50 kg : 2mg/kg orally twice daily for 14 days not to exceed 200mg per day."
NCT01349192,DRUG,Mupirocin,1 gram 2% nasal ointment generously applied to each nostril using a cotton swab twice daily for 14 days.
NCT01349192,DRUG,chlorhexidine gluconate oral rinse,for subjects able to swish without swallowing. 0.12% chlorhexidine gluconate oral rinse twice daily for 14 days.
NCT01349192,DRUG,2% Chlorhexidine solution wipes,whole body wash solution wipes once daily for first 5 days.
NCT01349192,BEHAVIORAL,Environmental Decontamination,"wipe down high touch surfaces and medical equipment with surface disinfecting wipes daily for the first 21 days.

wash all linens and towels in hot water once weekly for three weeks."
NCT02850692,OTHER,measure of endothelial function,Arterial tone index measured by EndoPAT®. Patient should neither eat nor drink at least 4 hours before exam and should neither smoke 3 hours before the exam.
NCT02850692,BIOLOGICAL,Blood sample,"21 ml of blood to measure : hepatic workup, complete blood count (CBC), platelets, prothrombin time (PT), activated partial thromboplastin time (aPTT), C-reactive protein (CRP), lipid test, ionograms, creatinine, tissue plasminogen activator factor (tPA), plasminogen activator inhibitor-1 (PAI-1), tissue factor pathway inhibitor (TFPI), Willebrand factor, soluble thrombomodulin, blood levels of endoglin and syndecan. And level beta human chorionic gonadotropin (beta-HCG) for woman only."
NCT02850692,OTHER,Hepatic elastography,Hepatic elastography by Fibrocan®. Patient should neither eat nor drink at least 2 hours before exam. 10 successive measurements are made.
NCT02850692,DIAGNOSTIC_TEST,Injected abdominal CT,"Patient should neither eat nor drink at least 4 hours before exam.

The examination is not realized if an abdominal scan or an MRI was performed in the five years prior to the day of the visit."
NCT01315665,DIETARY_SUPPLEMENT,Broccoli sprouts,Subjects (both healthy volunteers and subjects with cystic fibrosis) will consume 100 gm of raw broccoli sprouts once daily for 5 consecutive days.
NCT04825236,OTHER,MyVoice:CF,"Participants will be given access to MyVoice:CF, a web-based decision aid (DA). This tool includes information about fertility, genetics, parenting, pregnancy, and breastfeeding within the context of cystic fibrosis (CF). The tool includes interactive elements designed to give users the ability to assess and reflect on their own reproductive goals and experiences and promote self-efficacy to engage in shared decision-making with their CF and women's health providers.

Upon completion of use of the decision aid, a summary sheet is generated based on the user's interaction with the tool. This summary is supplied to the provider prior to the next appointment."
NCT00719381,DRUG,Pioglitazone,Treatment of pioglitazone will consist of 15 mg once daily for 28 days followed by 30 mg once daily for 28 days (N=12)
NCT00234663,DRUG,PTC124,
NCT06217952,DRUG,SPL84,SPL84 solution for nebulization
NCT06217952,OTHER,Placebo,Placebo solution for nebulization
NCT03655249,OTHER,Autogenic drainage,Autogenic drainage is an airway clearance technique that attempts to obtain the optimal airflow to evacuate the secretions. This technique uses modulation of inspiratory and expiratory airflow at different breathing level within the vital capacity.
NCT03655249,DRUG,Aerosoltherapy,"Aerosolized drugs are individualized for each participants, in line with current standardized practice in our hospital. Those drugs will not be modified for the purpose of this study."
NCT04696198,OTHER,Manual Therapy Intervention,Manual Therapy Interventions to improve range of motion and decrease pain
NCT04696198,OTHER,Standard care,standard care
NCT02869932,RADIATION,Lung CT scan,Lung CT scan without injection
NCT01615484,PROCEDURE,Transplantation of lungs obtained from Non-Heart-Beating Donors (NHBDs) after ex-vivo perfusion w/ STEEN Solution™,"After EVLP, lungs will be cooled in the circuit to room temperature, then flushed with cold Perfadex™, and taken to UNCH where they will have an ex-vivo CT scan. Lungs determined suitable will be offered to consented patients at UNC Hospitals and Duke University Medical Center based on Lung Allocation Score. Lungs not considered for transplantation may be subjected to different experiments but are not to be a part of this research study. In summary, lungs with good and stable function during EVLP will be transplanted into recipients as per current clinical practice."
NCT01615484,DEVICE,STEEN Solution™,This solution is a buffered dextran and albumin-containing extracellular perfusate with an optimal colloid osmotic pressure developed specifically for extra-corporeal perfusion of lungs.
NCT02750722,DEVICE,Flutter®,Acute exercise with Flutter® breathing therapy.
NCT02750722,DEVICE,No Flutter®,Acute exercise without Flutter® breathing therapy.
NCT00868075,PROCEDURE,Chest physiotherapy,Twice daily for 8 weeks
NCT00868075,PROCEDURE,Chest Physiotherapy + Exercise Program,Twice daily chest physiotherapy and Three times weekly exercise program (two sessions supervised)for 8 weeks
NCT00376428,DRUG,Gentamicin,
NCT00311883,DRUG,hydroxychloroquine,
NCT01223183,DRUG,hypertonic saline (7%),single treatment by inhalation
NCT01223183,DRUG,isotonic saline,single treatment by inhalation
NCT05655637,OTHER,Exercise,"There will be one group, and study will be Quasi Experimental Study. Treatment will be given to all 28 participants, 3 sessions in a week for 4 weeks. Pre and Post treat-meant evaluation will be checked by CFQR+14. All patients will be treated with exercise program of Active cycle breathing techniques(ACBT), Pursed lip breathing, Endurance Exercise 20 to 30 min ( walking, cycling) and strength training with Thera-Bands (Bilateral arm raising, Bilateral knee extension). Exercise capacity will be measured with 6MWT. Dyspnea and fatigue will be measured with Borg scale."
NCT01931839,DRUG,Lumacaftor Plus Ivacaftor Combination,"Fixed dose combination tablet, oral use"
NCT01931839,DRUG,Ivacaftor,"Film-coated tablet, oral use"
NCT07437105,DRUG,VX-272,Suspension for Oral Administration.
NCT07437105,DRUG,Placebo,Suspension for Oral Administration.
NCT05504837,BIOLOGICAL,KB407 (Nebulization),"Nebulized solution of KB407, a replication-defective HSV-1 expressing full length human CFTR"
NCT00177645,PROCEDURE,sodium bicarbonate,inhalation of sodium bicarbonate or sodium chloride
NCT04411901,DRUG,Cholecalciferol (vitaminD3),Theraputic vitamin D3 for CF and non CF bronchiectasis children
NCT06468527,DRUG,Diponecaftor,"Diponecaftor is a triple combination of DIR/POS/NES. The combination therapy will be administered orally during 8 weeks. The daily dose contains:

* DIR 300 mg/day
* POS 600 mg/day
* NES 10 mg/day"
NCT06468527,DRUG,Placebo,Placebo once daily for 8 weeks. Oral administration.
NCT03052556,PROCEDURE,Pap smear test and HPV test,"Included women will attend a consultation with a gynaecologist. Pap smear test with HPV test will be performed. Samples collected by cervical scrape with a brush, will be prepared for liquid-based cytology. A sample of the sample will be used for research on HPV (Multiplex DNA PCR).

This method allows detection of 35 different HPV genotypes: high risk (HPV-16, -18, -26, -31, -33, -35, -39, -45, -51, -52, 53, -56, -58, -59, -66, -68, -70, -73, -82, and -85); and low risk (HPV-6, -11, -40, -42, -43, -44, -54, -61, -62, -71, -72, -81, -83, -84, and -89).

Patients with an initial abnormal pap smear or a positive HPV test will be monitored:

* In case of an abnormal smear and / or positive HPV test, pap smear and HPV testing will be renewed every 6 months during the study period
* In case of an abnormal smear:

ASC-US: the attitude will depend on the result of the HPV test ASC-H, LSIL, HSIL, AGUS, AGC, AIS, carcinoma: a colposcopy will be performed"
